,Unnamed: 0,sentence,label
232,232,انقدر به بازیگرها بی احترامی نکنید گورتونو گم کنید برید از اکانتهاشون بیرون داروغه‌ها,"""غیرتنفر"""
233,233,خیلی دوس دارم تو و تتل رو تو لباس عروس دومادی ببینم چی شکلی میشین,"""غیرتنفر"""
234,234,حیفه شد رفتی پیش تتلو,"""تنفر"""
235,235,حیف اینخوشکلی و زیبایتت ک خدا بهت داده قدرشو بدون و بخاطر یه اسکول بچه تتلو خودتو بدبخت نکن لیاقتت خیلی بیشتر از این حرفهاس,"""تنفر"""
236,236,پس مانده گیر تتلو افتاد تو ایران همه باهاش عشق حال کردن دست دوم که شد گیر تتلو افتاد,"""تنفر"""
237,237,پس مانده گیر تتلو افتاد توایران اونای که دست مالیش کردن حالاقسمت تتلوشد,"""تنفر"""
238,238,سلامنمیدونم رو حسادت حرف میزنید یا روی فضولی مگه شماها خودتون بچه پیغمرین یا امام زاده که دیگران رو محکوم به گناه نکرده میکنید عمل خوب یا بد هرکس پای خودش خدارو خوش نمیاد اینقدر به‌ی دختر که ناموس این مملکت هم خون ماست این همه تهمت و افترا واقعا متاسفم,"""غیرتنفر"""
239,239,آقا من هنوز باور ندارم سحر رفت چیش تتلو,"""غیرتنفر"""
240,240,یه عکس از زبونت بده ببینم پیششی هرکی فهمید لایک کنه,"""تنفر"""
241,241,اوه چقد تتلیتی ریخته اینجا,"""غیرتنفر"""
242,242, ایشلا خوشبخت شن بچه دار شن با تتلو,"""غیرتنفر"""
243,243,یه تسلیت نگفتی همکارت فوت شده خانم زهره شکور,"""غیرتنفر"""
244,244,توهم از تتل یه عشق مامان بیار,"""غیرتنفر"""
245,245,کونو دادی ب تتل رفت,"""تنفر"""
246,246,ب شادی بدی ب تتلو,"""تنفر"""
247,247,برای شهرت ورسیدن به پول وفالور یک عده حاضرند هر کار کثیفی رو تجربه کنند پناه میبرم به خدا از انسانهای شیطان صفت,"""تنفر"""
248,248,وقتی توسینما هیچ گهی نشی مجبوری بخوابی زیر تتلو,"""تنفر"""
249,249,نوش جان تتل بعد یک ماه سیکتیر میشی,"""تنفر"""
250,250,وظیفه ما نیست که خطای دیگران را جستجو کنیم و دیگران را قضاوت کنیم,"""غیرتنفر"""
251,251,دنیا جهانبخت فقط با خواننده‌ها ترلان پروانه با فوتبالیست‌ها ولی این سحر قریشی تمام اصناف رو پوشش میده,"""تنفر"""
252,252,حیف تو نباشه بری با اون چلقوز,"""تنفر"""
253,253,از من میشنوی جواب رد بده تا آبروت بیشتر نرفته,"""غیرتنفر"""
254,254,برو با کسی که مثل خودت باشه,"""غیرتنفر"""
255,255,چرا به زری و جمشید خیانت کردی,"""غیرتنفر"""
256,256,بدبخت بی اصالت فقط دنبال پولهبقول شوهر اولت یه پروانه نباید یادش بره که روزی کرم بوده,"""تنفر"""
257,257,سلام سحر خونه‌ی امیر تتلو ای,"""غیرتنفر"""
258,258,پولای جمشید خرمالو رو بردی با تتلو عشق کنی برگردون اون پولارو,"""تنفر"""
259,259,طارمی طی بیانیه‌ای به تتلو اعلام کرد,"""غیرتنفر"""
260,260,بابا تو ک گفتی همه میگن برو اما نمیرم دوسندارمچی شد رفتی حالا نیسان آبی بی تو چیکارکنه,"""غیرتنفر"""
261,261,فقط هواست باشه جلو دوربین پر تف نزنی که این بشر زود دلش سیر میشه,"""تنفر"""
262,262,سحر خانم قریشی با سلطان خوش میگذره,"""غیرتنفر"""
263,263,عروس مادرتون حوصلش سر رفته,"""غیرتنفر"""
264,264,خوب تو که گوشی بع دستیچطوری تو چالش شرکت کردییه دستی,"""غیرتنفر"""
265,265,جنده جان جای این استوریای عنت یه استوری برای زهره میذاشتی ,"""تنفر"""
266,266,بچشون چی در بیاد خدا میدونه,"""تنفر"""
267,267,به نظرم پستاتو پاک کن بره,"""غیرتنفر"""
268,268, جوونامون جقی کرده لامصب شما پیگیری کن به ماهم بگو,"""تنفر"""
269,269,شما دارین چه میگین برا خودتون,"""غیرتنفر"""
270,270,تتلو خوب میکنه یا ن,"""تنفر"""
271,271,شب بخیر کرکره کامنتو میدم پایین,"""غیرتنفر"""
272,272,پول‌های جمشید چی شد,"""غیرتنفر"""
273,273,تو از سینما رفتی من آرزو دارم که بازیگر شم,"""غیرتنفر"""
274,274,من موندم با  م فالور تو جریان چیه,"""غیرتنفر"""
275,275,شماهایی ک میایید کامنت فحش و بدوبیراه میزارین بخدا کار سختی نیست وقتی از کسی خوشت نمیاد خبرها شو پیگیر نکن پیج شو فالو نکن دنبالش نباش بخدا کار سختی نیست زندگی هر کس ب خودش ربط داره بنده نه از سحر قریشی خوشم میاد ن از تتلو و فحش و بدوبیراه هم نمیگم بهشون چون ب خودشون مربوطه کسی ب شما میگه ک با کی بری با کی نری با کی باشی یا نباشی ب شماها چ ربطی داره بخدا اگر زندگی خود تون رو شخم بزنن خیلی کثیف‌تر از این خان و آقا هستین,"""غیرتنفر"""
276,276,این خوب میکوبه یا طارمی,"""تنفر"""
277,277,خجالت نمیکشی رفتی زیرخواب تتلو شدی بااون قیافه نکرش,"""تنفر"""
278,278,حالا چی شداخرش زنش شد یان,"""غیرتنفر"""
279,279,پیج اصلی تتلو فالورش کمه برگشته فک کنم خودش باشه,"""غیرتنفر"""
280,280,امیر رو به تو سپردیم مواظبش باش سحر جان,"""غیرتنفر"""
281,281,مبارک تتل جان و تتلیتای عزیز,"""غیرتنفر"""
282,282,فقط باید شاشید رو ده میلیونی که تو جینداخانمو فالو کردن,"""تنفر"""
283,283,سحر پول‌های قاسم پور بالا کشید رفت پیش تتل خرج زندگیشون کنن,"""تنفر"""
284,284,من براش بهنام بانی بودم اما اون تتلو دوست داشت,"""غیرتنفر"""
285,285,جمشیدقاسمپور بس نبودحالا نوبته امیرمونهپاتو بکش بیرون,"""تنفر"""
286,286,دم محمدرضا شریفی نیا گرم که بدون اینکه اجازه بده سحر اونو بتیغه حسابی بالا پایینش کرد و بعدشم مث یه دستمال کاغذی پرتش کرد,"""تنفر"""
287,287,کاش ملت ایران سرشون و میکردن تو کونشون و انقد سرک تو زندگی دیگران نمیکشیدن اخه به شماها چه ربطی داره که کی چیکارمیکنه خودتون مثلا جز اولاد پیامبرایین همه گوهی میخورین و هیجا پیدا نیست چشمتون کور گربه دستش به گوشت نمیرسه میگه پیف بو میده ببندین این دهنای گشادتونو و سرتون و بکنید ت کون خودتون,"""تنفر"""
288,288,چرا از آهنگای حاجی نزاشتی,"""غیرتنفر"""
289,289,فقط همین یه کلاه و داری,"""تنفر"""
290,290,خوب پولای جمشیدقاسم پوروکشیدی بالارفتی پیش تتل,"""تنفر"""
291,291,توی سینمای ایران خوشگل باشی زود مشهور میشی قبول دارین,"""غیرتنفر"""
292,292,همین روزا مثل ریحانه پارسا رسوا میشی دور و بریات خوشگل میگن چخه چخه,"""تنفر"""
293,293,انگار خماره شکلش هم عوض شده,"""تنفر"""
294,294,این سو وآن سو در پی تو تو به دنبال من سوی تو,"""غیرتنفر"""
295,295, میلیون نیاز دارم ماشین بخرم کرایه کشی کنم پول درآرم زن بگیرم سحر,"""غیرتنفر"""
296,296,اگه خاله شادونه‌ام رفت پیش تتلو اصلا تعجب نکنیو,"""غیرتنفر"""
297,297,خوب سر جمشید کلاه گذاشتی دمت گرم,"""غیرتنفر"""
298,298,فقط بپا زمانی که با تتلو هستی منقلب نشی سحر جان,"""تنفر"""
299,299,خوبیه تتلو اینه هرکجاشو کبود کنی معلوم نمیشه بخاطر تتوهاش,"""غیرتنفر"""
300,300,چرا میگن با تتلو رابطه داره,"""غیرتنفر"""
301,301,قضاوت کار خداست ما باید فقط توهین کنیم,"""غیرتنفر"""
302,302,خوشم میاد کسایی بزرگ میکنید که به هوادار هاش فحش ناموس میده و خواهرش تو گلسار رشت داره میده بیزی بد بخت,"""تنفر"""
303,303,خجالتم نمیکشی مثلا همکارجوونت مرده عکس استوری از خوش گذرونبات پیش یکی بدتر از خودت لنگه‌ی خودت هرز میزاری لیاقتت همون تتله ایندفه اینو گیر آوردی بتیغی بیسواد بی هنر,"""تنفر"""
304,304,تتلو بزن نفت در بیاد,"""تنفر"""
305,305,چرا تتلومگه من چمه به دنیا گفتم مهرداد تتلو ولت میکنند گوش نکرد,"""غیرتنفر"""
306,306,من آیه الکرسی نذر کردم  شب بخونم بیاین باهم بخونیم که حاجت روا بشیم,"""غیرتنفر"""
307,307,من آیه الکرسی نذر کردم  شب بخونم بیاین باهم بخونیم که حاجت روا بشیم,"""غیرتنفر"""
308,308,امیدوارم به زودی خبر مرگ تو رو بشنویم,"""تنفر"""
309,309,چرا تتو زدی به جای اینکه تتلو سر عقل بیاری دیگه تتو نزنه و تتوشو پاک کنه به پوست لطیف و زیبات تتوهای زشت رنگیو زدی,"""غیرتنفر"""
310,310,چقدر دوست دارین چرت پرت بگین شایعه زیاده سرتون تو زندگی خودتون باشه گند نزدین همین حرفای شماهاست که نمیشه دهنتون رو بست دیگه هیچی نمیگه برای اینکه سریع منتظر هستین شایعه دیگه‌ای درست کنین آرامش رو ازشون گرفتین هر کاری میکنن زندگی خودشونه به ما‌ها ربطی نداره حال آدما به هم میزنین بازیگری چیه دیگه,"""غیرتنفر"""
