,0,1
248,فرشته بانو با این قد و بالایی که شما داری و این زیبای نچرالی که شما داری میتونی بعنوان دختر شایسته سال انتخاب بشی شک نکن,"""غیرتنفر"""
249,رسما به عشقتون غبطه می‌خورم حال خوبتون و درک می‌کنم جنس عاشق بودنتون و درک می‌کنم پایدار باشید و لذتش و ببرید,"""غیرتنفر"""
250,خیلی تنهایی بااین که سرت شلوغه,"""غیرتنفر"""
251,ای بابا تو هم مگه زن زندگی حالیت میشه پس اونا کی هستن میارین تو برنامه بعد حالشو میبری,"""تنفر"""
252,استاد مخ زنی هستی مخ اینم زدی سکینه,"""تنفر"""
253,حاج خانوم حالت خوبه از امیر تتلو چه خبر سر کیفی عزیز لایک کنید این کامنت ر و,"""غیرتنفر"""
254,بیدار شد ناخن هاشو بگیر واسش فرشته جان,"""غیرتنفر"""
255,تتلو چیزی نیست تو لیاقتت بیشتر از اینهاست,"""تنفر"""
256,لیاقت مهدی طارمی رو نداشتی,"""تنفر"""
257,فرشته خدا حفظش کنه برات شما خیلی به هم میاید,"""غیرتنفر"""
258,برو تبلیغ شرط بندیتو کن درپیت ذات خرابت هویدا شد,"""تنفر"""
259,جان من است علی دایی,"""غیرتنفر"""
260,توی این دنیا فقط ارامشه که میتونه حال ادمو خوب کنه,"""غیرتنفر"""
261,الهی بگردم هم دور پیشی هم دور خودت,"""غیرتنفر"""
262, فرشته جان چرا آنژیو تو دست بچه است انگار از پاشم رگ گرفتن کمک خواستی بگو,"""غیرتنفر"""
263,چیکار ب ازدواجشون دارین حاجی مگه جرمه مگه حتما یه نقشه‌ای پشت کاراشون باید باشه,"""غیرتنفر"""
264,اون فسقل رو ببین اخه,"""غیرتنفر"""
265,سینا هزار سال زنده باشی و بربنی ب ابن آخوندا الهی آمین,"""تنفر"""
266,سحر خودش خراب کرد با این کار فق پوله همچیا,"""تنفر"""
267,با تتلو ی عکس بظار ببین مردم دیگه,"""غیرتنفر"""
268,مبارک باشه صحر خانم ایشالا به پای هم پیرشید,"""غیرتنفر"""
269, چرا خودتو خفه میکردی برای افغانستان چرا برای جنگ اکراین هیچی نمیگی چرا برای بدبختی مردم ایران هیچی نمیگی کنار دستیت و خودت هنربند حکومتی هستین هیچ ارزشی برای ادمایی که اگاهن ندارین دوره شمام تموم میشه یه روز,"""تنفر"""
270,ایشون هر کاری تو زندگیشون میکنن به خودشون مربوطه اما سو استفاده از موقعیتشون واسه پول زدن به جیب فکر کنم کار درستی نیست هر دو ماه یبار با یه نفر رل بزنن هم بد آموزی داره هم دارن از این راه پول در میارن هم شخصیت نداشته خودشون بیشتر از این زیر سوال میبرن حالا من خودم به شخصه طرفدارشون بودم ولی الان فقط متاسفم واسه ایشون,"""غیرتنفر"""
271,شما انگشت کوچیکه یه معلم هم نمیشی پس لطفا ببند,"""تنفر"""
272,چقدر ماهی فرشته جونمواظب پسرمون باش مهربون,"""غیرتنفر"""
273,اینو پاتریک هم گفته بود مشترکه کویا,"""غیرتنفر"""
274,توام ک روانی شدی رفت,"""تنفر"""
275,ببند اون مسترابوبو گندش خفمون کرد,"""تنفر"""
276,با تتلو ازدواج کردی خو,"""غیرتنفر"""
277,تنبل‌ترین بچه‌ها که مغزشون نمیکشه درس بخوانند میروند آخوند میشوند چون به غیر از حرف زدن هیچ کار دیگری بلد نیستند,"""تنفر"""
278,در کشوری که امام‌های مرده ثروتمندتر از انسانهای زنده‌اند وارزش امامزاده‌ها بیشتر از کودک گرسنه است نه اندیشه‌ای رشد می‌کند ونه فقر نابود میشود,"""تنفر"""
279,واقعا روت شد با کسی مثل تتلو دوست شی حداقل ی ادم درست انتخاب میکردی,"""تنفر"""
280,سینا جان شما یه چیزی از هنر خودت بگو نه اینکه دیگران را نقد کنید شما که خودت اول ارازل و اوباش رسانه‌ای هستی,"""تنفر"""
281,بمونید برای همچقد لحظات عاشقانه تان دیدنی و لذت بخشه,"""غیرتنفر"""
282,مبارک باشه سحر امیدوارم خوشبخت بشی,"""غیرتنفر"""
283,آخرش زن تتل شد یانه پ,"""غیرتنفر"""
284,بذارم لای چاکش عجب چیزیه این زنش,"""تنفر"""
285,بیشعور تو با خانم فکور صبور همبازی بودی تو سریال دلنوازان و باهم تو جشن‌ها و مجالس حضور داشتید به نوعی هم صنف بودید دریغ از یه تسلیت,"""تنفر"""
286,اقا دویست شش نیست اون روز تو خیابون دیدی اشتباه بوده,"""غیرتنفر"""
287,کارش جور کردن مخ زدن مردهاست,"""تنفر"""
288,چه اصراری داری سینه‌های زنتو به مردم نشون بدی مواجب عربستان بیشتر میشه,"""تنفر"""
289,سلام خانم قریشی من این چند وقت که شما تحت فشار بودید کلی اذیت شدم خداییش خیلی تحملتون بالاست من به سهم خودم عذر میخوام نه بخاطر اینکه بازیگرید فقط چون ماها ایرانیها برای دیده شدن خودمون هر کاری,"""غیرتنفر"""
290,دخترتو ب این زیبایی چ کردی باخودت بااین جراحیها اه,"""غیرتنفر"""
291,همیشه عاشق باشید و خوشبخت,"""غیرتنفر"""
292,بدبخت خیال میکنه تتلو مالیه خ,"""تنفر"""
293,سینا دمت گرم هیچکی نمیتونه مثه تو این نفهمارو ادب کنه,"""تنفر"""
294,از همون اول از سحر قریشی خوشم نمیومد به نظرم خیلی خزه,"""تنفر"""
295,چ مخاین از جان سحر بدبخت و تتلو,"""غیرتنفر"""
296,و خار مادر دروغگوها هم تو هستی,"""تنفر"""
297,خوب میرینی تو هف جد آخوندا,"""تنفر"""
298,رفتی با تتلو ازدواج کنی مطما باش اخرش پشیمان میشی,"""تنفر"""
299,سرزمینت با پول انگلیس نشستی مردم سرزمینتو مسخره و تحقیر میکنی نمیگی اینهمه افغانی داریم تو کشور مارو مضحکه این آدمها کردید شما بفکر آبروی سرزمینت نیستی,"""تنفر"""
300,فتوشاپ را کم داشتیم که از هالک شروع شد و بعد به تتلو و سحر رسید و آخرش به صیانت ختم میشود خواهید دید,"""غیرتنفر"""
301,خبرای جالبی به گوش نمیرسه از زیر بته که در نیومدید اصلا در شان و شخصیت شما هست با بعضی افراد حتی صحبت کنید,"""غیرتنفر"""
302,مبارکه ایشالا به پای تتوهاش پیر بشین,"""غیرتنفر"""
303,من آیه الکرسی نذر کردم  شب بخونم بیاین باهم بخونیم که حاجت روا بشیم,"""غیرتنفر"""
304,از اول باید خواننده میشدیم,"""غیرتنفر"""
305,الحق که سکینه به قیافه‌ی این عکست میاد,"""تنفر"""
306,دیگه این دست دنیا جهانو از پشت بسته,"""تنفر"""
307,اینم بلند شده رفته اونجا همش پا منقله,"""تنفر"""
308,کاه جوشون زیاد شده مصرفشون بالا رفته,"""تنفر"""
309,دقیقا بین اینو تتل چیشد,"""غیرتنفر"""
310,بنظرتون با یارانم چی بگیرم,"""غیرتنفر"""
311,خب وایسدید تا کنسرت تتلو قراره خودش از حاج خانوم رو نمایی کنه اگ هم نکرد ینی خبری نیس ولی هست,"""غیرتنفر"""
312,قشنگین همیشه قشنگ بمونین باهم,"""غیرتنفر"""
313,مگسا دور عن جمع میشن,"""تنفر"""
314,جان خدا حفظتون کنه که این بورو آوردین بهش پناه دادین گربه‌ها عشقن آرامشن برکت هستن,"""غیرتنفر"""
315,حیف اینخوشکلی و زیبایتت ک خدا بهت داده قدرشو بدون و بخاطر یه اسکول بچه تتلو خودتو بدبخت نکن لیاقتت خیلی بیشتر از این حرفهاس,"""تنفر"""
316,همیشه پر از عشق باشید,"""غیرتنفر"""
317,کاش مام یکی همینجوری داشتیم,"""غیرتنفر"""
318,ینی گو تو انتخابت طارمی بهتره الاغ یا تتل تخته سیاه واقعا ک,"""تنفر"""
319,تتلو توهمی عمرا سحر بهش محل بزاره,"""تنفر"""
320,گردن کیر امیر رو گرفتی یا نه,"""تنفر"""
321,از وقتی رفتی پیش تتل گنگ‌تر شدیا,"""غیرتنفر"""
322,کل قشنگیای دنیارو تو خودتون دارین,"""غیرتنفر"""
323,خونه خوبه خونه نویدت امیده خونه خوبه بویه نویدت امیده,"""غیرتنفر"""
324,خبر رسید از ملاتاباد که باهاش تیک زدی,"""غیرتنفر"""
325,امیدوارم منم مث تو بهش برسم,"""غیرتنفر"""
326,حاج خانم مبارک باشه به به,"""تنفر"""
327,این خانوم چقدر ساده خوشگله,"""غیرتنفر"""
328,عه وای پای پیشولکتون چیشده,"""غیرتنفر"""
329,اتل متل توتوله سحر تتل چطوره نه شیر داره نه پستون تتل شده استخون بسکه تتل جق زده مو تو سرش‌تر زده حواست باشه دختر نشی اونجا در به در چی تو تتل دیدی داری پزشو میدی,"""تنفر"""
330,زیر خواب همه بودیا خودمونیم ولی شریفی نیا الان قصه دار شده,"""تنفر"""
